"Game"	"Platform"	"Score"	"Genre"
"Lemmings Revolution"	"PC"	8	"Puzzle"
"Motocross Madness 2"	"PC"	8.6	"Racing"
"Konami GB Collection Vol. 2"	"GBC"	6	"Action"
"Bomberman Max -- Red: Challenger"	"GBC"	9	"Action"
"Dinosaur"	"GBC"	4	"Adventure"
"1942"	"GBC"	5	"Shooter"
"Grind Session"	"PS"	7.6	"Action"
"Toobin'"	"GBC"	3	"Sports, Editor"
"Tony Hawk's Pro Skater"	"DC"	9.8	"Sports"
"Who Wants To Be A Millionaire? Second Edition"	"PC"	7	"Trivia"
"Mr. Driller"	"PS"	8	"Puzzle"
"Test Drive Le Mans"	"PS"	6.5	"Racing"
"Armorines: Project S.W.A.R.M"	"PS"	3.5	"Action"
"Medievil II"	"PS"	8.4	"Action"
"Striker Pro 2000"	"PS"	7.2	"Sports"
"Vagrant Story"	"PS"	9.6	"RPG"
"Tom Clancy's Rainbow Six "	"DC"	8	"Shooter"
"Perfect Dark"	"N64"	9.8	"Shooter"
"Street Fighter Alpha 3"	"DC"	9.5	"Fighting"
"WCW Mayhem"	"GBC"	7	"Wrestling"
"Driver"	"GBC"	8	"Racing, Action"
"Puzz 3D: The Orient Express"	"PC"	3.5	"Puzzle"
"Safecracker [2000]"	"PC"	5.2	"Puzzle"
"F1 2000"	"PC"	8.1	"Racing, Simulation"
"Imperium Galactica II: Alliances"	"PC"	9	"Strategy"
"Ultimate Hunt Challenge"	"PC"	5.5	"Hunting"
"Grand Theft Auto II"	"DC"	6.7	"Action"
"Harvest Moon GBC"	"GBC"	6	"RPG"
"Metal Gear Solid"	"GBC"	10	"Action, Adventure"
"Wild ARMs 2"	"PS"	6	"RPG"
"Colin McRae Rally"	"PC"	6.7	"Racing"
"Tachyon: The Fringe"	"PC"	8.4	"Action"
"4 Wheel Thunder"	"DC"	8.1	"Racing"
"Test Drive Le Mans"	"PC"	7.5	"Racing"
"Chase Ace 2"	"PC"	8.4	"Action"
"Urban Chaos"	"PS"	4.5	"Action, Adventure"
"Allegiance"	"PC"	8.2	"Action"
"Sorcerian: Apprentice of Seven Star Magic"	"DC"	6.4	"RPG"
"EverQuest: Ruins of Kunark"	"PC"	8.5	"RPG"
"Dive Alert, Becky's Version"	"NeoGeo Pocket Color"	4	"RPG"
"Dive Alert, Matt's Version"	"NeoGeo Pocket Color"	4	"RPG"
"Monster Rancher Battle Card GB "	"GBC"	7	"Card, Battle"
"JoJo's Bizarre Adventure"	"DC"	8.5	"Fighting"
"Samba de Amigo"	"Arcade"	9.4	"Music"
"Roadsters"	"PS"	3	"Racing"
"Expendable"	"PS"	6	"Action"
"Excitebike 64"	"N64"	9.7	"Racing"
"Gunship!"	"PC"	8	"Flight, Simulation"
"NHL Blades of Steel 2000"	"GBC"	7	"Sports"
"Metal Slug: 2nd Mission"	"NeoGeo Pocket Color"	9	"Action"
"Championship Bass"	"PC"	8.5	"Hunting"
"Last Blade"	"NeoGeo Pocket Color"	7	"Fighting"
"Millennium Winter Sports"	"GBC"	7	"Sports"
"Starlancer"	"PC"	9.2	"Action"
"Maken X"	"DC"	7.9	"Action"
"NBA In the Zone 2000"	"GBC"	5	"Sports"
"Triple Play 2001"	"PC"	6	"Sports"
"Sammy Sosa Softball Slam"	"PC"	4.6	"Sports"
"Romance of the Three Kingdoms VI: Awakening of the Dragon"	"PS"	7.5	"Simulation"
"Puzzle Link 2"	"NeoGeo Pocket Color"	9	"Puzzle"
"Vanark"	"PS"	8	"Action"
"The Crystal Key"	"PC"	6.8	"Adventure"
"Atari Greatest Hits"	"PC"	7.5	"Action"
"Sammy Sosa High Heat Baseball 2001"	"PS"	5.5	"Sports"
"Edgar Torronteras' Moto-X 2000"	"PC"	5.5	"Racing"
"The Legend of Lotus Spring"	"PC"	4.2	"Puzzle"
"Heroes of Might and Magic III: Shadow of Death "	"PC"	9	"Strategy"
"Sammy Sosa High Heat Baseball 2001"	"PC"	8	"Sports"
"Silent Bomber"	"PS"	8	"Action"
"Speed Punks"	"PS"	9	"Racing"
"Winnie The Pooh: Adventures in the 100 Acre Woods"	"GBC"	7	"Action"
"Pocket Fighter"	"WonderSwan"	8	"Fighting"
"MLB 2001"	"PS"	7.4	"Sports"
"Super Scattergories"	"PC"	6.2	"Puzzle"
"Eagle One: Harrier Attack"	"PS"	6.5	"Action"
"Twinkle Star Sprites"	"DC"	5.8	"Action"
"Mega Man &amp; Bass"	"WonderSwan"	5	"Action"
"Muppets"	"GBC"	2	"Platformer"
"Shadow Watch"	"PC"	8.4	"Strategy"
"F/A 18 Super Hornet"	"PC"	5.5	"Simulation"
"Gundam Side Story: 0079"	"DC"	7.9	"Action"
"Tom Clancy's Rainbow Six"	"GBC"	5	"Action"
"Beetle Buggin'"	"PC"	7.2	"Racing"
"Tzar: The Burden of the Crown"	"PC"	6.9	"Strategy"
"NHL Blades of Steel 2000"	"PS"	2.5	"Sports"
"Kaze no Klonoa: Moonlight Museum"	"WonderSwan"	6	"Platformer"
"Walt Disney World Quest: Magical Racing Tour"	"PS"	7.5	"Racing"
"Alundra 2"	"PS"	7.7	"RPG"
"Star Trek: Armada"	"PC"	6	"Strategy"
"Tom Clancy's Rainbow Six: Rogue Spear: Urban Operations"	"PC"	8	"Action"
"Jackie Chan's Stuntmaster"	"PS"	8	"Action"
"Carmageddon "	"GBC"	3	"Racing"
"Plasma Sword: Nightmare of Bilstein"	"DC"	6.8	"Fighting"
"JoJo's Bizarre Adventure"	"PS"	7	"Fighting"
"BattleTanx"	"GBC"	5	"Action"
"Need for Speed: Porsche Unleashed"	"PS"	8.3	"Racing"
"Microsoft Baseball 2001"	"PC"	7.9	"Sports"
"Jeremy McGrath Supercross 2000"	"GBC"	7	"Racing"
"Command &amp; Conquer: Tiberian Sun -- Firestorm"	"PC"	7.4	"Strategy"
"Striker Pro 2000"	"DC"	7	"Sports"
"Pokemon Trading Card Game"	"GBC"	9	"Card, Battle"
"Bakuretsu Muteki Bangaioh"	"N64"	7.8	"Shooter"
"F1 2000"	"PS"	7	"Racing"
"Messiah"	"PC"	7.5	"Action"
"Gauntlet Legends"	"PS"	7.2	"Action"
"Army Men: World War"	"PS"	4.5	"Action"
"Star Wars: Episode I: Jedi Power Battles"	"PS"	3	"Action"
"Codename Eagle"	"PC"	7.3	"Action"
"Rayman"	"GBC"	9	"Action"
"Star Wars: Episode I: Racer"	"DC"	6	"Racing"
"Time Stalkers"	"DC"	6.5	"RPG"
"Galerians"	"PS"	7.5	"Action"
"Army Men: Air Tactics"	"PC"	4.5	"Action"
"Custom Robo"	"N64"	8.8	"Action"
"Last Call"	"PC"	7	"Simulation"
"Majesty: The Fantasy Kingdom"	"PC"	8.4	"Strategy"
"Battlezone: Rise of the Black Dogs "	"N64"	3.9	"Action"
"Soldier of Fortune"	"PC"	9	"Action"
"Need for Speed: Porsche Unleashed"	"PC"	7.9	"Racing"
"NASCAR 2000"	"PC"	7.2	"Racing"
"Resident Evil -- CODE: Veronica"	"DC"	9.2	"Action, Adventure"
"Bassmasters 2000"	"N64"	3.1	"Hunting"
"All-Star Baseball 2001"	"N64"	9.1	"Sports"
"MDK2"	"DC"	9.4	"Action"
"Risk II"	"PC"	8.3	"Strategy"
"Mobil 1 Rally Championship"	"PS"	3	"Racing"
"Gals Fighters"	"NeoGeo Pocket Color"	9	"Fighting"
"Croc 2"	"PC"	6.5	"Platformer"
"Sim Theme Park"	"PS"	8.5	"Simulation"
"Triple Play 2001"	"PS"	7	"Sports"
"Total Annihilation: Kingdoms -- The Iron Plague"	"PC"	5.8	"Strategy"
"Roadsters"	"DC"	4.6	"Racing"
"PD Ultraman Battle Collection 64"	"N64"	2	"RPG"
"Top Gear Hyperbike"	"N64"	6.1	"Racing"
"Armored Core: Master of Arena"	"PS"	8	"Action"
"Street Fighter Alpha: Warriors' Dreams"	"GBC"	8	"Fighting"
"Rugrats: Time Travelers"	"GBC"	3	"Platformer"
"Tomb Raider: The Last Revelation"	"DC"	3	"Action"
"Worms Armageddon"	"N64"	8.7	"Action"
"Spy vs. Spy"	"GBC"	8	"Action"
"Thief II: The Metal Age"	"PC"	9	"Action"
"Tony Hawk's Pro Skater "	"GBC"	5	"Sports"
"Star Wars: Force Commander"	"PC"	4.7	"Strategy"
"Invictus: In the Shadow of Olympus"	"PC"	5.9	"Strategy"
"PBA Tour Bowling 2"	"PC"	4.5	"Sports"
"NBA Jam 99"	"GBC"	3	"Sports, Action"
"Might and Magic VIII: Day of the Destroyer"	"PC"	6.5	"RPG"
"Virtual Pro Wrestling 2"	"N64"	7.9	"Wrestling"
"Rayman 2: The Great Escape"	"DC"	9.6	"Platformer"
"Front Mission 3"	"PS"	8.8	"RPG"
"Virtua Striker 2"	"DC"	4.1	"Sports"
"Sammy Sosa Softball Slam"	"PS"	3	"Sports"
"Cyber Tiger"	"N64"	8.4	"Sports"
"Treasure Strike"	"DC"	5.9	"Action"
"Montezuma's Return"	"GBC"	7	"Action"
"Superbike 2000"	"PC"	8	"Racing"
"Crusaders of Might and Magic"	"PS"	3	"Strategy"
"Stephen King's F13"	"PC"	2.1	"Other"
"Hydro Thunder"	"PS"	7.3	"Racing"
"Vegas Games"	"GBC"	3	"Simulation"
"BattleTanx: Global Assault"	"PS"	4.5	"Action"
"SEGA Swirl"	"DC"	8.2	"Puzzle"
"Sword of the Berserk: Guts' Rage"	"DC"	8	"Action"
"Beatmania"	"WonderSwan"	7	"Music"
"Army Men"	"GBC"	8	"Action"
"Renegade Racers"	"PS"	4.5	"Racing"
"Die Hard Trilogy 2: Viva Las Vegas "	"PC"	5.7	"Action"
"NHL Rock the Rink"	"PS"	8	"Sports"
"LEGO Racers"	"PS"	6	"Racing"
"Street Sk8er 2"	"PS"	7.5	"Sports"
"Deer Hunter 3: The Legend Continues"	"PC"	8.2	"Hunting"
"Syphon Filter 2"	"PS"	8.9	"Action"
"Tony Hawk's Pro Skater"	"N64"	9.1	"Sports"
"Tread Marks"	"PC"	6.9	"Racing"
"Hot Shots Golf 2"	"PS"	9.2	"Sports, Action"
"Ace Combat 3: Electrosphere"	"PS"	9	"Action"
"Superbike 2000"	"PS"	4	"Racing"
"Boarder Zone"	"PC"	8	"Sports"
"Championship Bass"	"PS"	8	"Hunting"
"Test Drive Off-Road 3"	"GBC"	4	"Racing"
"Army Men: Sarge's Heroes"	"PS"	3.5	"Action"
"Mobil 1 Rally Championship"	"PC"	8.8	"Racing"
"Chu Chu Rocket"	"DC"	9	"Puzzle"
"Swamp Buggy Racing"	"PC"	1.9	"Racing"
"Family Game Pack"	"PS"	2	"Puzzle"
"ECW: Hardcore Revolution"	"GBC"	3	"Wrestling"
"Quest: Fantasy Challenge"	"GBC"	5	"Puzzle"
"Killer Loop"	"PC"	8.1	"Racing"
"X: Beyond the Frontier"	"PC"	7.7	"Action, Simulation"
"ECW: Hardcore Revolution"	"DC"	6.9	"Wrestling"
"Hydro Thunder"	"N64"	7	"Racing"
"Deception III: Dark Delusion "	"PS"	6	"RPG"
"Pokemon Stadium"	"N64"	8.2	"Battle"
"NBA Showtime: NBA on NBC"	"GBC"	3	"Sports"
"Polaris SnoCross"	"GBC"	7	"Racing"
"Die Hard Trilogy 2: Viva Las Vegas"	"PS"	3.5	"Action"
"Virtua Cop 2"	"DC"	5.2	"Action"
"Y2K"	"PC"	5.7	"Adventure"
"Mission: Impossible"	"GBC"	4	"Action"
"Hello Kitty's Cube Frenzy"	"GBC"	5	"Puzzle"
"Pro Darts"	"GBC"	7	"Sports"
"Jeremy McGrath Supercross 2000"	"N64"	4.9	"Racing"
"WWF Smackdown!"	"PS"	8.8	"Wrestling"
"South Park Rally"	"N64"	5.7	"Racing"
"Animaniacs Splat Ball"	"PC"	5	"Action"
"Carrier"	"DC"	8	"Action"
"NBA In The Zone 2000"	"N64"	5.8	"Sports"
"Black Bass Lure Fishing"	"GBC"	2	"Hunting"
"Microsoft International Soccer 2000"	"PC"	7.6	"Sports"
"FIFA 2000 Major League Soccer"	"GBC"	2	"Sports"
"Magical Tetris Challenge"	"GBC"	10	"Puzzle, Adventure"
"World League Soccer 2000"	"N64"	4.8	"Sports"
"Nox"	"PC"	8.9	"Action"
"Hidden &amp; Dangerous: Devil's Bridge"	"PC"	6.4	"Action"
"Dance Dance Revolution 2nd Mix: DC Edition"	"DC"	8	"Music"
"Looney Tunes"	"GBC"	6	"Platformer"
"Azure Dreams "	"GBC"	6	"RPG"
"Roadsters"	"GBC"	3	"Racing"
"ECW: Hardcore Revolution"	"PS"	4	"Wrestling"
"Colin McRae Rally"	"PS"	9	"Racing"
"Brunswick Circuit Pro Bowling 2"	"PS"	8	"Sports"
"Neo 21"	"NeoGeo Pocket Color"	3	"Strategy"
"Shanghai Mini"	"NeoGeo Pocket Color"	9	"Puzzle"
"NBA In The Zone 2000"	"PS"	4.5	"Sports"
"The New Adventures of Mary-Kate &amp; Ashley"	"GBC"	6	"Platformer"
"Fear Effect"	"PS"	8.9	"Action, Adventure"
"Top Gear Pocket 2"	"GBC"	8	"Racing"
"Saga Frontier 2"	"PS"	7	"RPG"
"ECW: Hardcore Revolution"	"N64"	5	"Wrestling"
"Super Breakout"	"GBC"	4	"Action"
"Blaze &amp; Blade: Eternal Quest"	"PC"	4.4	"RPG"
"Touring Car Challenge"	"PS"	8	"Racing"
"K-1 Grand Prix"	"PS"	3	"Fighting"
"Tiger Woods PGA Tour 2000"	"GBC"	3	"Sports"
"International Track &amp; Field"	"GBC"	8	"Sports"
"Wario Land II"	"GBC"	9	"Platformer"
"Quest: Brian's Journey"	"GBC"	4	"Adventure"
"Bust-A-Move 4"	"PC"	6.4	"Puzzle"
"Rising Sun"	"PC"	7.7	"Strategy"
"Ridge Racer 64"	"N64"	9	"Racing"
"Tarzan"	"N64"	7.8	"Action"
"Railroad Tycoon II "	"PS"	6	"Strategy"
"Microsoft Flight Simulator 2000"	"PC"	4	"Flight, Simulation"
"Extreme PaintBrawl 2"	"PC"	2.6	"Action"
"South Park Rally"	"PC"	4.9	"Racing"
"TNN Outdoor Fishing Championship"	"GBC"	4	"Hunting"
"Marvel vs. Capcom: Clash of Super Heroes"	"PS"	7.5	"Fighting"
"Neo*Geo Cup '98 Plus"	"NeoGeo Pocket Color"	7	"Sports"
"1602 A.D."	"PC"	7.9	"Strategy"
"Dark Arms: Beast Busters 1999"	"NeoGeo Pocket Color"	5	"Action"
"UpWords"	"PC"	6	"Puzzle"
"A Bug's Life"	"GBC"	3	"Action"
"All-Star Baseball 2000"	"GBC"	6	"Sports"
"NHL 2K"	"DC"	8.6	"Action"
"Zebco Fishing"	"GBC"	7	"Hunting"
"Sakura Wars: Hanagumi Taisen Columns 2"	"DC"	9	"Puzzle"
"NASCAR Rumble"	"PS"	8	"Racing"
"Conker's Pocket Tales"	"GBC"	6	"Adventure"
"The Sims"	"PC"	9.5	"Simulation"
"Deer Hunter: Interactive Hunting Experience"	"GBC"	2	"Simulation"
"Tokyo Bus Guide"	"DC"	7	"Simulation"
"Matchbox Caterpillar Construction Zone"	"GBC"	5	"Action"
"Road Rash: Jailbreak"	"PS"	7	"Racing, Action"
"Jane's F/A-18 Simulator"	"PC"	8.5	"Flight, Simulation"
"Pong: The Next Level"	"GBC"	2	"Action"
"Speedy Gonzales: Aztec Adventure"	"GBC"	5	"Platformer"
"Vandal Hearts II "	"PS"	7.4	"RPG"
"Undercover A.D. 2025 Kei"	"DC"	2.5	"Action, Adventure"
"Legend of the River King GBC"	"GBC"	8	"Simulation"
"Formula 1 '99"	"PS"	8.5	"Racing"
"Catwoman"	"GBC"	3	"Action"
"Shadowgate Classic"	"GBC"	6	"RPG"
"Vigilante 8: Second Offense"	"N64"	8	"Action"
"The Mask of Zorro"	"GBC"	2	"Action"
"Virtual Pool Hall"	"PC"	8.5	"Sports"
"Fisherman's Bait 2: Big Ol' Bass"	"PS"	8	"Hunting"
"Wild Metal"	"DC"	8.3	"Action"
"Crazy Taxi"	"DC"	9.6	"Racing, Action"
"Final Fantasy VIII"	"PC"	7.4	"RPG"
"Worms: Armageddon"	"GBC"	6	"Action"
"NHL 2000"	"GBC"	5	"Sports"
"Star Wars: Yoda Stories"	"GBC"	2	"Adventure"
"Hot Wheels: Stunt Track Driver"	"GBC"	7	"Racing"
"Uno [2000]"	"GBC"	7	"Strategy"
"Micro Machines I &amp; II: Twin Turbo"	"GBC"	9	"Racing"
"Dragon Warrior Monsters"	"GBC"	9	"RPG"
"Legacy of Kain: Soul Reaver"	"DC"	9.1	"Action"
"Bionic Commando: Elite Forces"	"GBC"	8	"Action"
"Oddworld Adventures 2"	"GBC"	7	"Action"
"Q*bert"	"PC"	6.8	"Action"
"Tiger Woods PGA Tour 2000"	"PS"	6	"Sports"
"Ghosts 'N Goblins "	"GBC"	9	"Action"
"Rainbow Cotton"	"DC"	6	"Shooter"
"Monkey Magic"	"PS"	7	"Action"
"Carnivores II"	"PC"	7.3	"Action"
"Monopoly 64"	"N64"	7.4	"Board"
"Mario Party 2"	"N64"	7.9	"Party"
"Magical Drop Pocket"	"NeoGeo Pocket Color"	8	"Puzzle"
"Descent 3: Mercenary"	"PC"	8.8	"Shooter"
"Chocobo's Dungeon 2"	"PS"	6.5	"Action, RPG"
"Brunswick Circuit Pro Bowling"	"N64"	7.3	"Sports"
"Zombie Revenge"	"DC"	5.9	"Action"
"International Track &amp; Field 2000"	"PS"	6.5	"Sports"
"NASCAR Legends"	"PC"	8.9	"Racing"
"Tomba! 2 -- The Evil Swine Return"	"PS"	9	"Platformer"
"Tee Off Golf"	"DC"	7.8	"Sports"
"Battlezone II: Combat Commander"	"PC"	7.9	"Action"
"Asheron's Call"	"PC"	6.4	"RPG"
"Catz"	"GBC"	5	"Simulation"
"Mortyr: 2093-1944"	"PC"	5	"Action"
"Resident Evil 2"	"DC"	8.5	"Action, Adventure"
"Professional Bull Rider"	"PC"	7	"Sports"
"LEGO Rock Raiders"	"PC"	6	"Strategy"
"Scrabble [1999]"	"PC"	7.8	"Board"
"Boarder Zone"	"GBC"	7	"Sports"
"Dogz"	"GBC"	5	"Simulation"
"Flanker 2.0 "	"PC"	7	"Simulation"
"Vigilante 8"	"GBC"	6	"Action"
"Disney's Story Studio: Mulan"	"PS"	7.7	"Action"
"Fighting Force 2"	"DC"	3.6	"Adventure"
"EGG: Elemental Gimmick Gear"	"DC"	8	"RPG"
"MTV Music Generator"	"PS"	9	"Music, Editor"
"Silhouette Mirage"	"PS"	8.9	"Action"
"Scooby-Doo! Mystery of the Fun Park Phantom"	"PC"	5.2	"Adventure"
"Lightbringer: The Next Giant Leap for Mankind"	"PC"	5.2	"Adventure"
"Wetrix+"	"DC"	8.7	"Puzzle"
"Godzilla Generations Maximum Impact"	"DC"	2.5	"Action"
"Black Bass with Blue Marlin"	"PS"	5	"Hunting"
"SNK vs. Capcom: Card Fighter's Clash"	"NeoGeo Pocket Color"	9	"Card, Battle"
"Konami Arcade Classics"	"PS"	4.5	"Action"
"Shanghai: Second Dynasty"	"PC"	8.8	"Puzzle"
"Sid Meier's Antietam!"	"PC"	8.8	"Strategy"
"Seventh Cross"	"DC"	4.2	"Simulation"
"Knockout Kings"	"GBC"	5	"Sports"
"No Fear Downhill Mountain Bike Racing"	"PS"	5.5	"Sports"
"Juggernaut [1999]"	"PS"	4.5	"Action"
"Shanghai Pocket"	"GBC"	9	"Puzzle"
"Extreme Rock Climbing"	"PC"	4.5	"Sports"
"Space Invaders"	"PC"	6.8	"Action"
"Wings of Fury"	"GBC"	8	"Action"
"Roadsters"	"N64"	7.5	"Racing"
"The Dukes of Hazzard: Racing for Home"	"PS"	6	"Racing"
"South Park Rally"	"PS"	3	"Racing"
"Shenmue (Limited Edition)"	"DC"	9.2	"Action, RPG"
"Missile Command"	"PC"	6.8	"Action"
"MiG Alley"	"PC"	9	"Simulation"
"MechWarrior 3: Pirate's Moon"	"PC"	7.2	"Simulation"
"NASCAR Challenge"	"GBC"	2	"Racing"
"SNK vs. Capcom: Match of the Millennium"	"NeoGeo Pocket Color"	10	"Fighting"
"Fatal Fury: Wild Ambition"	"PS"	4	"Fighting"
"Q*bert"	"PS"	6.9	"Action"
"Colt's Wild West Shootout"	"PC"	3.9	"Action"
"Rubik's Games"	"PC"	7.5	"Puzzle"
"Glover"	"PS"	2.6	"Platformer"
"Dune 2000"	"PS"	4	"Strategy"
"Tom Clancy's Rainbow Six"	"PS"	3.8	"Shooter"
"Broken Sword II: The Smoking Mirror"	"PS"	8	"Adventure"
"Urban Chaos"	"PC"	8.7	"Action, Adventure"
"Harvest Moon 64"	"N64"	8.2	"RPG"
"Star Wars: Pit Droids"	"PC"	7.5	"Educational, Puzzle"
"Vigilante 8: Second Offense"	"DC"	8.6	"Action"
"NCAA March Madness 2000"	"PS"	9.1	"Sports"
"Armorines: Project S.W.A.R.M."	"GBC"	7	"Action"
"Fighting Force 2"	"PS"	3	"Action"
"40 Winks"	"PS"	5.5	"Adventure"
"Crusaders of Might and Magic"	"PC"	4	"Action"
"NBA ShootOut 2000 "	"PS"	8.3	"Sports"
"Killer Loop"	"PS"	4.8	"Racing"
"Test Drive 6"	"DC"	3.4	"Racing"
"3-D Ultra Radio Control Racers"	"PC"	6.2	"Racing"
"Wild Wild West: The Steel Assassin"	"PC"	7	"Adventure"
"Space Channel 5 (Dream Collection)"	"DC"	9.2	"Music"
"Survival Kids"	"GBC"	9	"RPG"
"Gran Turismo 2"	"PS"	9.8	"Racing"
"Test Drive Off-Road 3"	"PC"	7.3	"Racing"
"Scrabble [1999]"	"PS"	4	"Puzzle"
"Asteroids Hyper 64"	"N64"	6.3	"Action"
"NFL Blitz 2000"	"GBC"	2	"Sports, Action"
"Tonic Trouble"	"PC"	6.3	"Platformer"
"Touring Car Challenge"	"PC"	5.5	"Racing"
"Turok: Rage Wars"	"GBC"	7	"Action"
"Gex 3: Deep Pocket Gecko"	"GBC"	6	"Action"
"Planescape: Torment"	"PC"	9.2	"RPG"
"Bubble Bobble"	"GBC"	7	"Action"
"Bass Landing"	"PS"	7.7	"Hunting"
"Monopoly Casino"	"PC"	7.5	"Puzzle"
"NBA Showtime: NBA on NBC"	"PS"	6.9	"Sports"
"Space Invaders"	"N64"	7.8	"Action"
"Worms Armageddon"	"PS"	7.5	"Action"
"Ready 2 Rumble Boxing"	"GBC"	6	"Sports, Action"
"Bass Rise"	"PS"	5.5	"Hunting"
"Rampage 2: Universal Tour "	"GBC"	6	"Action"
"Napoleon 1813"	"PC"	6.4	"Strategy"
"Missile Command"	"PS"	7	"Action"
"Vigilante 8: Second Offense"	"PS"	8.2	"Action"
"Virtua Striker 2 v2000.1"	"DC"	6.5	"Sports"
"South Park: Chef's Luv Shack"	"PC"	5.5	"Trivia"
"Test Drive 6"	"PC"	6.5	"Racing"
"Evolution: The World of Sacred Device"	"DC"	6.5	"RPG"
"Jet Coaster Dream"	"DC"	9	"Action"
"Dirt Track Racing"	"PC"	8.8	"Racing"
"South Park: Chef's Luv Shack"	"N64"	5.3	"Trivia"
"Links LS 2000"	"PC"	8.2	"Sports"
"MTV Sports Snowboarding"	"PS"	6.8	"Racing"
"The Smurfs"	"PS"	6	"Action"
"Godzilla: The Series"	"GBC"	6	"Action"
"Who Wants To Be A Millionaire? [1999]"	"PC"	6.2	"Trivia"
"Arcade Party Pak"	"PS"	7.5	"Action, Compilation"
"Ultima IX: Ascension"	"PC"	6.2	"RPG"
"Tomb Raider: The Last Revelation"	"PC"	7	"Action"
"Quake III: Arena"	"PC"	9.3	"Shooter"
"Game &amp; Watch Gallery 3"	"GBC"	8	"Action"
"Castlevania: Legacy of Darkness"	"N64"	6.8	"Action, Adventure"
"Hype: The Time Quest"	"PC"	7.8	"Adventure"
"Puzzle Master"	"GBC"	8	"Puzzle"
"NBA 3 on 3 Featuring Kobe Bryant"	"GBC"	6	"Sports"
"Tonka Raceway "	"GBC"	5	"Racing"
"Re-Volt"	"DC"	8.7	"Racing"
"Close Combat IV: Battle of the Bulge"	"PC"	8.4	"Strategy"
"NBA Live 2000"	"PC"	9.2	"Sports"
"Hangsim"	"PC"	7	"Simulation"
"Star Wars: Episode I: Racer"	"GBC"	6	"Racing"
"WWF Wrestlemania 2000"	"GBC"	6	"Wrestling"
"Odium"	"PC"	7	"Strategy"
"South Park: Chef's Luv Shack"	"PS"	2.1	"Trivia"
"Xena: Warrior Princess -- The Talisman of Fate"	"N64"	7.4	"Fighting"
"Evel Knievel"	"GBC"	2	"Action"
"NFL Quarterback Club 2000"	"DC"	2	"Sports"
"Tiny Toon Adventure: Toonenstein -- Dare to Scare"	"PS"	6.5	"Adventure"
"Sonic The Hedgehog: Pocket Adventure"	"NeoGeo Pocket Color"	10	"Platformer"
"Indiana Jones and the Infernal Machine"	"PC"	7.8	"Action"
"Shadow Man"	"DC"	8.5	"Action"
"Unreal Tournament [1999]"	"PC"	9.6	"Shooter"
"Top Gear Rally 2"	"N64"	8.2	"Racing"
"Age of Wonders"	"PC"	8.8	"Strategy"
"NBA Live 2000"	"PS"	8.8	"Sports"
"Worms Armageddon"	"DC"	9	"Puzzle"
"Thrasher: Skate and Destroy"	"PS"	8.5	"Action"
"Gabriel Knight III: Blood of the Sacred, Blood of the Damned"	"PC"	8.3	"Adventure"
"Nuclear Strike"	"N64"	7.1	"Action"
"Mr. Nutz"	"GBC"	7	"Platformer"
"Supercross 2000 "	"N64"	8.1	"Racing"
"The Wheel of Time"	"PC"	7.3	"Action"
"Billy Bob's Huntin' 'n Fishin'"	"GBC"	5	"Hunting"
"Incoming"	"DC"	7	"Action"
"Armorines: Project S.W.A.R.M."	"N64"	5.8	"Action"
"Marble Madness"	"GBC"	5	"Action"
"Boombots"	"PS"	3.5	"Fighting"
"Rampart"	"GBC"	9	"Strategy"
"Tomb Raider: The Last Revelation"	"PS"	8.5	"Action"
"Panzer Elite"	"PC"	5.3	"Simulation"
"Armada [1999]"	"DC"	9.1	"Action, Adventure"
"Star Trek: Hidden Evil"	"PC"	4	"Adventure"
"V-Rally 2 Presented by Need for Speed"	"PS"	8.5	"Racing"
"Mickey's Racing Adventure"	"GBC"	8	"Racing"
"Ready 2 Rumble Boxing"	"PS"	6.5	"Sports, Action"
"NBA Jam 2000"	"N64"	7.1	"Sports, Action"
"Babe and Friends"	"GBC"	7	"Puzzle"
"Abomination: The Nemesis Project"	"PC"	5	"Strategy"
"Amerzone: The Explorer's Legacy"	"PC"	5.5	"Adventure"
"Toy Story 2: Buzz Lightyear to the Rescue!"	"PS"	7	"Action"
"Avalon Hill's Diplomacy"	"PC"	6.6	"Strategy"
"Test Drive 6"	"GBC"	5	"Racing"
"Mission: Impossible"	"PS"	6.5	"Action"
"SWAT 3: Close Quarters Battle"	"PC"	8.6	"Action"
"Namco Museum 64"	"N64"	5.5	"Action"
"Wu-Tang: Shaolin Style "	"PS"	8	"Fighting"
"Akuma: Demon Spawn"	"PC"	3.5	"Action"
"Interstate '82"	"PC"	6.9	"Action"
"Jeff Gordon XS Racing"	"GBC"	5	"Racing"
"Grand Theft Auto"	"GBC"	4	"Racing"
"Donkey Kong 64"	"N64"	9	"Platformer"
"NBA Courtside 2: Featuring Kobe Bryant"	"N64"	9.2	"Sports"
"Half-Life: Opposing Force"	"PC"	7.5	"Action"
"F-1 World Grand Prix"	"DC"	8.6	"Racing"
"Caesars Palace II"	"GBC"	8	"Simulation"
"RollerCoaster Tycoon: Corkscrew Follies"	"PC"	7	"Strategy"
"Turok: Rage Wars"	"N64"	8.9	"Action"
"Resident Evil 2"	"N64"	9.1	"Action, Adventure"
"NBA 2K"	"DC"	9.2	"Sports"
"WWF Wrestlemania 2000"	"N64"	8.9	"Wrestling"
"NFL Blitz 2000"	"PC"	8	"Sports, Action"
"Rocket: Robot on Wheels"	"N64"	9	"Platformer"
