"Game"	"Platform"	"Score"	"Genre"
"Capcom vs. SNK: Millennium Fight 2000"	"DC"	8.8	"Fighting"
"realMyst"	"PC"	6.5	"Adventure"
"Ms. Pac-Man Maze Madness"	"N64"	7.5	"Action"
"WWF No Mercy"	"N64"	9	"Wrestling"
"4x4 EVO"	"PC"	8.2	"Racing"
"MTV Sports: Skateboarding Featuring Andy Macdonald"	"DC"	2	"Action"
"Arthur's Absolutely Fun Day"	"GBC"	6	"Action"
"No One Lives Forever"	"PC"	9.1	"Shooter"
"Sheep"	"PC"	7.6	"Puzzle"
"Chicken Run"	"GBC"	6	"Action"
"Mickey's Speedway USA"	"N64"	6.8	"Racing"
"Mia Hamm Soccer Shootout"	"GBC"	4	"Sports"
"Tigger's Honey Hunt"	"N64"	7.3	"Action"
"Tigger's Honey Hunt"	"PS"	6.5	"Platformer"
"WCW Backstage Assault"	"PS"	2	"Wrestling"
"RayCrisis"	"PS"	8.1	"Shooter"
"Pac-Man: Adventures in Time"	"PC"	8.6	"Platformer"
"RC de GO!"	"PS"	8.4	"Racing, Simulation"
"Ultimate Fighting Championship"	"PS"	7.7	"Fighting"
"Army Men II "	"GBC"	7	"Action"
"Army Men: Air Attack 2"	"PS"	8.2	"Action"
"Contender 2"	"PS"	5	"Action"
"AirForce Delta"	"GBC"	4	"Action"
"Titus the Fox"	"GBC"	2	"Action"
"Escape From Monkey Island"	"PC"	8.7	"Adventure"
"007: The World is Not Enough"	"PS"	6.9	"Action"
"NASCAR 2001"	"PS2"	7.8	"Racing"
"Freestyle Motocross: McGrath vs. Pastrana"	"PS"	3	"Sports"
"Avalon Hill's Squad Leader"	"PC"	5	"Strategy"
"Red Dog"	"DC"	8.2	"Action"
"Crash Bash"	"PS"	7.5	"Action"
"NBA 2K1"	"DC"	8.8	"Sports"
"Looney Tunes Racing"	"PS"	8.4	"Racing"
"You Don't Know Jack, Mock 2"	"PS"	8.2	"Trivia"
"Hey You, Pikachu!"	"N64"	6	"Simulation"
"Jet Coaster Dream 2"	"DC"	9.4	"Simulation"
"ESPN International Track &amp; Field"	"PS2"	7.5	"Sports"
"Test Drive Le Mans"	"DC"	9.4	"Racing"
"Tony Hawk's Pro Skater 2"	"DC"	9.9	"Sports"
"Surfing H3O"	"PS2"	4	"Sports"
"Shenmue"	"DC"	9.7	"Action, RPG"
"Zeus: Master of Olympus"	"PC"	9.1	"Strategy"
"KISS Psycho Circus: The Nightmare Child"	"DC"	6.2	"Action"
"Rising Sun: Imperial Strike"	"PC"	6.6	"Strategy"
"Links 2001 "	"PC"	8.5	"Sports"
"Galaga: Destination Earth"	"PC"	6.2	"Action"
"4x4 EVO"	"DC"	7.5	"Racing"
"Knockout Kings 2001"	"PS"	8.2	"Sports"
"Silent Scope"	"DC"	8.3	"Shooter"
"World Destruction League: Thunder Tanks"	"PS"	3.5	"Action"
"Medal of Honor Underground"	"PS"	9	"Action"
"Blair Witch Volume II: The Legend of Coffin Rock"	"PC"	6.7	"Action"
"SWAT 3: Elite Edition"	"PC"	8.8	"Action"
"Q-Ball: Billiards Master"	"PS2"	5	"Sports"
"Rune"	"PC"	8	"Action"
"El Dorado Gate: Vol. 1"	"DC"	7.9	"RPG"
"Family Feud [2000]"	"PC"	6.9	"Trivia"
"Monster Rancher Explorer"	"GBC"	8	"Platformer"
"Urban Chaos"	"DC"	6.8	"Action, Adventure"
"Jet Grind Radio"	"DC"	9.6	"Action"
"Bust-A-Move Millennium Edition"	"GBC"	8	"Puzzle"
"Super Runabout: San Francisco Edition"	"DC"	6.2	"Racing"
"Death Track Racing"	"PC"	8.7	"Racing"
"Demolition Racer: No Exit"	"DC"	6.8	"Racing"
"Microsoft Puzzle Collection"	"GBC"	8	"Puzzle"
"Magical Drop"	"GBC"	5	"Puzzle"
"Deep Raider"	"PC"	4.1	"Action"
"Speedball 2100"	"PS"	7.4	"Action"
"Donald Duck: Goin' Quackers"	"PS"	7	"Platformer"
"The Legend of Zelda: Majora's Mask "	"N64"	9.9	"Action, Adventure"
"Hoyle Casino"	"GBC"	7	"Simulation"
"MotoGP [2000]"	"PS2"	7.3	"Racing"
"Midnight Club: Street Racing"	"PS2"	8.6	"Racing"
"Command &amp; Conquer: Red Alert 2"	"PC"	9.3	"Strategy"
"ESPN Winter X Games Snowboarding"	"PS2"	8	"Sports"
"Donald Duck: Goin' Quackers"	"GBC"	8	"Platformer"
"Wild Wild Racing"	"PS2"	7.8	"Racing"
"Quake III: Arena"	"DC"	9.2	"Shooter"
"GunGriffon Blaze"	"PS2"	8.4	"Action, Simulation"
"Summoner"	"PS2"	8.3	"Action, RPG"
"TimeSplitters"	"PS2"	8.6	"Shooter"
"Eternal Ring"	"PS2"	6.5	"Action, RPG"
"Evergrace"	"PS2"	7.2	"Action, RPG"
"SEGA Marine Fishing"	"DC"	8.2	"Hunting"
"Dead or Alive 2: Hardcore"	"PS2"	8.7	"Fighting"
"NHL 2001"	"PS2"	7.8	"Sports"
"Mega Man Legends 2"	"PS"	8.1	"Action, Adventure"
"X-Squad"	"PS2"	6.8	"Shooter"
"Swing Away Golf"	"PS2"	7.3	"Sports"
"Armored Core 2"	"PS2"	8	"Action, Simulation"
"FIFA 2001: Major League Soccer"	"PC"	8.8	"Sports"
"Mike Tyson Boxing"	"PS"	4.3	"Sports"
"Spawn: In the Demon's Hand"	"DC"	6.8	"Action"
"Dynasty Warriors 2"	"PS2"	7.9	"Action"
"Orphen: Scion of Sorcery "	"PS2"	4.5	"Action, Adventure"
"Alien Resurrection"	"PS"	6.5	"Action"
"FantaVision"	"PS2"	6.5	"Puzzle, Action"
"Kessen"	"PS2"	8.1	"Strategy"
"Ready 2 Rumble Boxing: Round 2"	"PS2"	6.2	"Sports, Action"
"SSX [2000]"	"PS2"	9.3	"Sports"
"Tekken Tag Tournament"	"PS2"	8.7	"Fighting"
"Street Fighter EX 3"	"PS2"	5	"Fighting"
"Tony Hawk's Pro Skater 2"	"PC"	9.3	"Sports"
"Test Drive V-Rally"	"DC"	9	"Racing"
"Ridge Racer V"	"PS2"	8	"Racing"
"Madden NFL 2001"	"PS2"	9	"Sports"
"Smuggler's Run"	"PS2"	7.9	"Racing, Action"
"Silent Scope"	"PS2"	6.4	"Shooter"
"Unreal Tournament [1999]"	"PS2"	8.4	"Shooter"
"Breakout"	"PC"	6.5	"Action"
"FoxKids.com Micro Maniacs Racing"	"PS"	7.5	"Racing"
"Cruis'n Exotica"	"N64"	5.7	"Racing"
"Cool Boarders 2001"	"PS"	4	"Sports"
"NBA Live 2001"	"PS"	9	"Sports"
"Frogger 2: Swampy's Revenge"	"PC"	8.5	"Action"
"007: The World is Not Enough"	"N64"	8.9	"Shooter"
"Samba de Amigo"	"DC"	9.5	"Music"
"Buzz Lightyear of Star Command"	"DC"	6.5	"Action"
"ESPN MLS GameNight"	"PS"	7.9	"Sports"
"Jarrett and Labonte Stock Car Racing "	"PS"	8.3	"Racing"
"Frogger 2: Swampy's Revenge"	"DC"	8.2	"Action"
"Frogger 2: Swampy's Revenge"	"PS"	8.5	"Action"
"UEFA Soccer 2000"	"GBC"	7	"Sports"
"Jeopardy! 2nd Edition"	"PS"	7	"Other"
"Blair Witch Volume 1: Rustin Parr"	"PC"	6.8	"Adventure"
"Tom Clancy's Rainbow Six: Covert Ops Essentials"	"PC"	6.4	"Action"
"Close Combat: Invasion Normandy"	"PC"	8.2	"Strategy"
"Rollcage Stage II"	"PS"	8.7	"Racing"
"Pokemon Silver Version"	"GBC"	10	"RPG"
"Pokemon Gold Version"	"GBC"	10	"RPG"
"Hard Trucks II"	"PC"	6.2	"Racing, Action"
"Heroes Chronicles: Warlords of the Wasteland"	"PC"	6	"Strategy"
"Combat Flight Simulator 2: WWII Pacific Theater"	"PC"	8.2	"Simulation"
"Championship Motocross 2001 Featuring Ricky Carmichael"	"GBC"	5	"Racing"
"Buzz Lightyear of Star Command"	"PS"	6	"Action"
"Team Buddies"	"PS"	8.5	"Action"
"Spyro: Year of the Dragon"	"PS"	9.1	"Platformer"
"Superbike 2001"	"PC"	9	"Racing"
"NASCAR 2001"	"PS"	8.1	"Racing"
"RollerCoaster Tycoon: Loopy Landscapes"	"PC"	8.2	"Strategy"
"Gobs of Games"	"GBC"	5	"Action"
"Sprint Car Racing"	"PC"	4.2	"Racing"
"ESPN International Track &amp; Field"	"GBC"	8	"Sports"
"The Dukes of Hazzard: Racing for Home"	"PC"	5.8	"Racing"
"NASCAR Heat "	"PC"	9	"Racing"
"Baldur's Gate II: Shadows of Amn"	"PC"	9.4	"RPG"
"Dead or Alive 2"	"DC"	9.4	"Fighting"
"Hoyle Casino"	"DC"	8.8	"Action"
"Big Mountain 2000"	"N64"	6	"Sports"
"Vietnam: Black Ops"	"PC"	5.2	"Action"
"Ogre Battle 64: Person of Lordly Caliber"	"N64"	8.8	"Strategy"
"Street Fighter III: Third Strike -- Fight for the Future"	"DC"	8.3	"Fighting"
"NHL 2001"	"PC"	9	"Sports"
"Danger Girl"	"PS"	3.2	"Action"
"Battleship: Surface Thunder"	"PC"	7.4	"Action"
"Dragon Warrior I &amp; II"	"GBC"	8	"RPG"
"Buffy the Vampire Slayer"	"GBC"	2	"Action"
"Star Wars: Episode I: Jedi Power Battles"	"DC"	6.8	"Action"
"Muppet Race Mania"	"PS"	8.3	"Racing"
"Chessmaster"	"GBC"	8	"Strategy"
"Stunt Racer 64"	"N64"	7	"Racing"
"Destruction Derby Raw"	"PS"	7.9	"Racing"
"Pro-Pinball: Fantastic Journey"	"PS"	4.8	"Pinball"
"Caesars Palace 2000"	"DC"	2.5	"Casino"
"Who Wants To Be A Millionaire?"	"GBC"	7	"Trivia"
"ESPN International Track &amp; Field"	"DC"	6	"Sports"
"Power Rangers Lightspeed Rescue"	"N64"	3	"Action"
"MTV Sports: Pure Ride"	"PS"	7.7	"Sports"
"The Little Mermaid II: Pinball Frenzy"	"GBC"	7	"Pinball"
"Alice in Wonderland [2000] "	"GBC"	8	"Platformer"
"Wizards &amp; Warriors [2000]"	"PC"	8.4	"RPG"
"Hogs of War"	"PS"	7.4	"Strategy"
"Austin Powers: Oh Behave!"	"GBC"	3	"Other"
"Austin Powers: Welcome To My Underground Lair"	"GBC"	3	"Other"
"Galaga"	"GBC"	3	"Action"
"Q*bert"	"GBC"	8	"Action"
"Midtown Madness 2"	"PC"	8.5	"Racing"
"Reach for the Stars [2000]"	"PC"	5.4	"Strategy"
"Maximum Pool"	"PC"	7.9	"Sports"
"Tokyo Xtreme Racer 2"	"DC"	9.3	"Racing"
"Army Men: World War Land, Sea, Air"	"PS"	3	"Action"
"Pokemon Puzzle League"	"N64"	8.9	"Puzzle"
"Frogger 2"	"GBC"	8	"Action"
"Michelin Rally Masters Race of Champions"	"PC"	9	"Racing"
"Army Men: Sarge's Heroes 2"	"N64"	5	"Action"
"Metal Gear Solid"	"PC"	9	"Action, Adventure"
"NHL 2001"	"PS"	8.4	"Sports"
"Dino Crisis 2"	"PS"	9.3	"Adventure"
"Sanity: Aiken's Artifact"	"PC"	8.3	"Action"
"Crimson Skies"	"PC"	8.8	"Action"
"Lil' Monster"	"GBC"	5	"RPG"
"NFL Blitz 2001"	"GBC"	3	"Sports, Action"
"NFL Blitz 2001"	"N64"	7.4	"Sports, Action"
"RPG Maker"	"PS"	8.2	"RPG, Editor"
"Professional Bull Rider 2 "	"PC"	5	"Sports"
"Panzer General III: Scorched Earth"	"PC"	7.9	"Strategy"
"Blaster Master: Enemy Below"	"GBC"	8	"Action"
"Dave Mirra Freestyle BMX"	"PS"	8	"Sports"
"MindRover: The Europa Project"	"PC"	8.5	"Simulation"
"F1 Racing Championship"	"PS"	7.5	"Racing"
"Ferrari F355 Challenge"	"DC"	9.2	"Racing, Simulation"
"Star Trek: Voyager: Elite Force"	"PC"	8.6	"Action"
"Tony Hawk's Pro Skater 2"	"PS"	9.6	"Sports"
"ATV Quad Power Racing"	"PS"	3	"Racing"
"High Impact Paintball"	"PC"	3.3	"Action"
"Madden NFL 2001"	"N64"	8	"Sports"
"Ganbare! Nippon! Olympics 2000"	"DC"	6.1	"Sports"
"Tyco R/C: Assault With A Battery"	"PS"	7.5	"Racing"
"NCAA GameBreaker 2001"	"PS"	7.2	"Sports"
"Return of The Incredible Machine: Contraptions"	"PC"	8.4	"Puzzle"
"Ms. Pac-Man Maze Madness"	"PS"	8.3	"Action"
"MTV Sports: Skateboarding Featuring Andy Macdonald"	"PC"	5	"Sports"
"NFL Blitz 2001"	"DC"	8	"Sports, Action"
"Space Marauder"	"GBC"	6	"Action"
"San Francisco Rush 2049"	"GBC"	6	"Racing"
"Virtua Athlete 2K"	"DC"	4	"Action"
"Dragon Dance"	"GBC"	7	"Puzzle"
"Resident Evil: Survivor"	"PS"	4	"Shooter"
"Rayman 2: The Great Escape"	"PS"	9.2	"Platformer"
"Rat Attack "	"N64"	5.8	"Puzzle"
"Pro Pool"	"GBC"	7	"Sports"
"Armada F/X Racers"	"GBC"	3	"Racing"
"Countdown: Vampires"	"PS"	4.5	"Adventure"
"Vampire Chronicle For Matching Service"	"DC"	8.2	"Fighting, Compilation"
"Homeworld: Cataclysm"	"PC"	9.2	"Strategy"
"MTV Sports: Skateboarding Featuring Andy Macdonald"	"PS"	4	"Sports"
"Parasite Eve II"	"PS"	6.9	"Adventure"
"The New Adventures of the Time Machine"	"PC"	7.6	"Adventure"
"Polaris SnoCross"	"PS"	4.8	"Racing"
"NFL 2K1"	"DC"	9.5	"Sports"
"San Francisco Rush 2049"	"DC"	9	"Racing"
"MTV Sports: Skateboarding Featuring Andy Macdonald"	"GBC"	7	"Sports"
"Microsoft Golf 2001 Edition"	"PC"	7.7	"Sports"
"San Francisco Rush 2049"	"N64"	9	"Racing"
"Wal-Mart FLW Tour Tournament 2000"	"PC"	5	"Sports"
"Perfect Dark"	"GBC"	7	"Action"
"NFL QB Club 2001"	"N64"	5.8	"Sports"
"Star Trek: New Worlds"	"PC"	6.2	"Strategy"
"Pro-Pinball: Big Race USA"	"PS"	4.8	"Pinball"
"Turok 3: Shadow of Oblivion"	"N64"	7.4	"Action"
"Grand Prix 3"	"PC"	9	"Racing"
"Blues Brothers 2000"	"N64"	5.4	"Platformer"
"3-D Ultra Pinball: Thrill Ride"	"PC"	7.9	"Pinball"
"Madden NFL 2001"	"PC"	8.7	"Sports"
"Japan Pro Golf Tour 64 "	"N64DD"	7.8	"Sports"
"Deep Fighter"	"DC"	8.2	"Action"
"Asterix: Search for Dogmatix"	"GBC"	8	"Platformer"
"Dinosaur"	"PS"	3	"Adventure"
"Time Out Games"	"PC"	4.9	"Puzzle"
"Konami GB Collection Vol. 4"	"GBC"	8	"Action"
"Spider-Man [2000]"	"GBC"	9	"Action"
"NFL QB Club 2001"	"DC"	3	"Sports"
"The Sims: Livin' Large"	"PC"	7.5	"Simulation"
"Spin Jam"	"PS"	7	"Action"
"Valkyrie Profile"	"PS"	9.1	"RPG"
"Ultimate Fighting Championship"	"DC"	9.1	"Fighting"
"Enemy Engaged: Comanche vs. Hokum"	"PC"	9	"Simulation"
"Ball Breakers"	"PS"	7.5	"Action"
"Sydney 2000"	"DC"	6	"Sports"
"Sydney 2000"	"PC"	6.4	"Sports"
"SEGA GT"	"DC"	9.2	"Racing"
"Age of Empires II: The Conquerors"	"PC"	8.2	"Strategy"
"Bust A Groove 2"	"PS"	6.8	"Music"
"Spider-Man [2000]"	"PS"	9	"Action"
"Submarine TITANS"	"PC"	7	"Strategy"
"Hot Chix n' Gear Stix"	"PC"	6	"Racing"
"Power Stone 2"	"DC"	9	"Fighting, Action"
"Star Trek: Invasion"	"PS"	8	"Flight, Action"
"Sydney 2000"	"PS"	5	"Sports"
"RC Revenge "	"PS"	7.8	"Racing"
"ECW: Anarchy Rulz!"	"PS"	3.8	"Wrestling"
"D2"	"DC"	6.2	"Adventure"
"Giant Gram 2000: All Japan Pro Wrestling 3"	"DC"	8.7	"Wrestling"
"Hercules: The Legendary Journeys"	"N64"	6.9	"Adventure"
"Mario Artist: Paint Studio"	"N64DD"	7	"Productivity"
"The Ring: Terror's Realm"	"DC"	5.4	"Adventure"
"Jeremy McGrath Supercross 2000"	"PS"	4	"Racing"
"RC Racers Deluxe: Traxxas Edition"	"PC"	8.3	"Racing"
"NFL GameDay 2001"	"PS"	7.8	"Sports"
"Mario Tennis"	"N64"	9	"Sports, Action"
"AeroWings 2: Air Strike"	"DC"	8	"Flight"
"Jeremy McGrath Supercross 2000"	"DC"	4	"Racing"
"Cool Cool Toon"	"DC"	7.8	"Music, Action"
"LEGO Rock Raiders"	"PS"	6	"Action"
"Who Wants to Beat Up a Millionaire?"	"PC"	5.7	"Puzzle"
"Hidden &amp; Dangerous"	"DC"	6.2	"Action"
"Madden NFL 2001"	"PS"	9.4	"Sports"
"WWF Royal Rumble"	"DC"	5.2	"Wrestling"
"Namco Museum"	"DC"	4	"Action"
"Chrono Cross"	"PS"	9.7	"RPG"
"Heavy Metal: F.A.K.K.2"	"PC"	8	"Action"
"Ecco the Dolphin: Defender of the Future"	"DC"	7.6	"Action"
"Mr. Driller"	"GBC"	6	"Puzzle"
"Sergei Bubka's Millennium Games"	"PC"	7.9	"Sports"
"Terminus "	"PC"	8	"Action"
"Giant Gram: All Japan Pro Wrestling 2"	"DC"	8.4	"Wrestling"
"Tenchu 2: Birth of the Stealth Assassins"	"PS"	9.1	"Action"
"Metal Fatigue"	"PC"	7.1	"Strategy"
"Surf Riders"	"PS"	6.5	"Action"
"Seaman"	"DC"	8.3	"Virtual Pet"
"Zusar Vasar"	"DC"	6	"Racing"
"Virtual Deep Sea Fishing"	"PC"	3.3	"Hunting"
"Test Drive Cycles"	"GBC"	4	"Racing"
"Dogs of War: Battle On Primus IV"	"PC"	7	"Strategy"
"Dance Dance Revolution [2001]"	"GBC"	5	"Music"
"SnoCross Championship Racing"	"PS"	7.5	"Racing"
"Mega Man Battle &amp; Fighters"	"NeoGeo Pocket Color"	8	"Fighting, Action"
"NASCAR 2000"	"GBC"	7	"Racing"
"Action Bass"	"PS"	5	"Hunting"
"Turok 3: Shadow of Oblivion"	"GBC"	8	"Action"
"Reel Fishing II"	"PS"	6.3	"Hunting"
"Railroad Tycoon II (Gold Edition)"	"DC"	8.2	"Simulation"
"Monster Rancher Battle Card: Episode II"	"PS"	5.5	"Card, Battle"
"Go Kart Challenge"	"PC"	5.1	"Racing"
"Tennis"	"GB"	8	"Sports"
"Walt Disney World Magical Racing Tour"	"DC"	6.3	"Racing"
"NCAA Football 2001"	"PS"	8.3	"Sports"
"Kyojin no Doshin -- Kaihou Sensen Chibikko Chikko Daishuugou"	"N64DD"	2.5	"Adventure"
"Carmageddon 64"	"N64"	1.3	"Racing"
"SimCity 64 "	"N64DD"	6	"Simulation"
"Wham-o Frisbee Golf"	"PC"	4.2	"Sports"
"Strider 2"	"PS"	8.5	"Action"
"KISS Psycho Circus: The Nightmare Child"	"PC"	7	"Action"
"Pharaoh: Cleopatra"	"PC"	8.6	"Strategy"
"Beyond Atlantis"	"PC"	6.4	"Adventure"
"MagForce Racing"	"DC"	7.7	"Racing"
"International Superstar Soccer '99"	"GBC"	8	"Sports"
"Maya the Bee &amp; Her Friends"	"GBC"	6	"Puzzle"
"Giga Wing"	"DC"	6	"Shooter"
"World Series Baseball 2K1"	"DC"	5.5	"Sports"
"Bang! Gunship Elite"	"PC"	7.9	"Action"
"Warlocked"	"GBC"	9	"Strategy"
"Warlords Battlecry"	"PC"	8.4	"Strategy"
"Gromada"	"PC"	6.3	"Action"
"Field &amp; Stream Trophy Bass 4"	"PC"	8	"Hunting"
"Breakneck"	"PC"	8.2	"Racing"
"Army Men: Air Combat"	"N64"	7.6	"Action"
"F-Zero X Expansion Kit"	"N64DD"	8.4	"Productivity"
"Threads of Fate"	"PS"	7.7	"RPG"
"F-18 Thunder Strike"	"GBC"	2	"Action"
"Soulbringer"	"PC"	7	"RPG"
"Kyojin no Doshin 1"	"N64DD"	6.5	"Adventure"
"Daily Racing Form: Horse Racing"	"PC"	4	"Racing"
"X-Men: Mutant Academy"	"PS"	8	"Fighting"
"Bugs Bunny in Crazy Castle 4 "	"GBC"	7	"Action"
"Power Rangers: Lightspeed Rescue"	"GBC"	7	"Action"
"AMF Xtreme Bowling"	"GBC"	7	"Sports"
"Men In Black: The Series 2"	"GBC"	5	"Action"
"X-Men: Mutant Academy"	"GBC"	3	"Fighting"
"Communication Logic Battle Daisessen"	"DC"	7.5	"Puzzle"
"Caesars Palace 2000"	"PC"	7.2	"Puzzle"
"Spirit of Speed 1937"	"DC"	2.2	"Racing"
"F-1 World Grand Prix"	"PC"	8.3	"Racing"
"Midway's Greatest Arcade Hits Volume I"	"DC"	7.5	"Compilation"
"Mortal Kombat Special Forces"	"PS"	3	"Action"
"Transformers: Beast Wars Transmetals"	"N64"	3	"Fighting"
"Toy Story 2: Buzz Lightyear to the Rescue"	"DC"	6	"Action"
"Icewind Dale"	"PC"	8.8	"RPG"
"Diablo II"	"PC"	8.3	"Action, RPG"
"Test Drive Le Mans"	"GBC"	7	"Racing"
"Caesars Palace 2000: Millennium Gold Edition"	"PS"	5	"Other"
"Dark Reign 2"	"PC"	8	"Strategy"
"Virtua Tennis"	"DC"	9.4	"Sports"
"Xtreme Sports"	"GBC"	8	"Sports"
"Looney Tunes: Duck Dodgers Starring Daffy Duck"	"N64"	7.6	"Platformer"
"Star Trek: ConQuest Online"	"PC"	7.8	"Strategy"
"Vanguard Bandits"	"PS"	6.5	"RPG"
"Digimon World"	"PS"	5.8	"Fighting"
"Silver"	"DC"	7.9	"Action"
"Wacky Races "	"DC"	8.4	"Racing"
"Omikron: the Nomad Soul"	"DC"	6.7	"Adventure"
"South Park Rally"	"DC"	4.2	"Racing"
"Evolution 2: Far off Promise"	"DC"	4.5	"RPG"
"10Six"	"PC"	6.2	"Strategy"
"Heroes of Might and Magic"	"GBC"	7	"Strategy"
"Mario Artist: Talent Studio"	"N64DD"	8.2	"Productivity"
"Marvel vs. Capcom 2: New Age of Heroes"	"DC"	9.3	"Fighting"
"Koudelka"	"PS"	6.8	"Adventure"
"Rhapsody: A Musical Adventure"	"PS"	7.3	"RPG"
"Mr. Driller"	"DC"	8.6	"Puzzle, Action"
"Deus Ex"	"PC"	9.4	"RPG"
"Iron Soldier 3"	"PS"	6.8	"Action"
"Let's Ride!"	"PC"	3	"Sports"
"Rampage Through Time"	"PS"	3.5	"Action"
"Indy Racing 2000"	"N64"	8	"Racing"
"Toonsylvania"	"GBC"	4	"Platformer"
"Transformers: Beast Wars Transmetals"	"PS"	3	"Fighting"
"SimCity 3000 Unlimited"	"PC"	9.1	"Simulation"
"PGA Championship Golf 2000"	"PC"	7.7	"Sports"
"Densha De Go! 64"	"N64"	5.1	"Simulation"
"Konami GB Collection Vol. 3"	"GBC"	8	"Action"
"Kirby 64: The Crystal Shards"	"N64"	7.9	"Platformer"
"Star Trek: Klingon Academy"	"PC"	7.8	"Action"
"Street Fighter III: Double Impact"	"DC"	8.8	"Fighting, Compilation"
"Fur Fighters "	"DC"	8.3	"Shooter"
"Who Wants To Be A Millionaire? 2nd Edition"	"PS"	6.5	"Trivia"
"Shogun: Total War"	"PC"	8.5	"Strategy"
"ISS Pro Evolution"	"PS"	5.1	"Sports"
"Dracula Resurrection"	"PC"	8	"Adventure"
"Kawasaki ATV Powersports"	"PC"	1	"Racing"
"Draconus: Cult of the Wyrm"	"DC"	6.7	"Action"
"Gold and Glory: The Road to El Dorado"	"GBC"	5	"Adventure"
"Renegade Racers"	"PC"	7.5	"Racing"
"Crystalis"	"GBC"	8	"Adventure"
"Rally Challenge 2000"	"N64"	6	"Racing"
"Beach Head 2000"	"PC"	6	"Action"
"Looney Tunes Collector: Alert!"	"GBC"	9	"Adventure"
"NGEN Racing"	"PS"	7	"Racing"
"Trick Boarder"	"GBC"	6	"Sports"
"Space Station Silicon Valley"	"GBC"	5	"Puzzle"
"Covert Ops: Nuclear Dawn"	"PS"	4.8	"Adventure"
"Army Men: World War"	"PC"	4	"Action"
"Ultimate Paintball"	"GBC"	2	"Action"
"Animastar"	"DC"	7.3	"Simulation"
"Tech Romancer"	"DC"	8.9	"Fighting, Action"
"Fighter Destiny 2"	"N64"	6.3	"Fighting"
"Super Magnetic Neo"	"DC"	6.9	"Platformer"
"Innova Disc Golf"	"PC"	3.3	"Sports"
"Final Fantasy Legend III"	"GB"	7	"RPG"
"Towers: Lord Baniff's Deceit "	"GBC"	4	"RPG"
"Vampire: The Masquerade -- Redemption"	"PC"	7	"RPG"
"Traitors Gate"	"PC"	5	"Adventure"
"Street Fighter EX 2 Plus"	"PS"	8.5	"Fighting"
"Deja Vu &amp; Deja Vu II: The Casebooks of Ace Harding"	"GBC"	4	"Adventure"
"Earthworm Jim 3D"	"PC"	6	"Platformer"
"Final Fantasy Legend II"	"GB"	8	"RPG"
"Evolva"	"PC"	7.2	"Action"
"Wacky Races"	"GBC"	8	"Racing"
"Colony Wars: Red Sun"	"PS"	8.5	"Action"
"Papyrus"	"GBC"	7	"Action"
"Earth 2150"	"PC"	8.9	"Strategy"
"Tomb Raider -- Featuring Lara Croft"	"GBC"	8	"Action"
"The Legend of Dragoon"	"PS"	7	"RPG"
"Nightmare Creatures II"	"DC"	5	"Action"
"Ground Control"	"PC"	8.6	"Strategy"
"PGA European Tour"	"N64"	4.6	"Sports"
"Final Fantasy Legend"	"GB"	6	"RPG"
"Industrial Spy: Operation Espionage"	"DC"	5	"Action"
"Final Fantasy Adventure"	"GB"	9	"RPG"
"Flying Heroes"	"PC"	8.3	"Flight, Action"
"Croc: Legend of the Gobbos"	"GBC"	5	"Platformer"
"StarCraft 64"	"N64"	7.7	"Strategy"
"Ultima Online: Renaissance"	"PC"	7.5	"RPG"
"Bomberman 64: The Second Attack"	"N64"	5.3	"Action"
"AI Wars: The Awakening "	"PC"	5.8	"Strategy"
"The Misadventures of Tron Bonne"	"PS"	7.5	"Action, Adventure"
"MDK2"	"PC"	8.3	"Action"
"All-Star Baseball 2001"	"GBC"	6	"Sports"
"Triple Play 2001"	"GBC"	4	"Sports"
"Legend of Mana"	"PS"	8.3	"RPG"
"Martian Gothic: Unification"	"PC"	7.9	"Adventure"
"Gauntlet Legends"	"DC"	8.4	"Action"
"Mary-Kate &amp; Ashley: Get a Clue!"	"GBC"	6	"Puzzle"
"Virtual-On: Oratorio Tangram"	"DC"	8	"Action"
"Bust-A-Move 4"	"DC"	8.8	"Puzzle"
"Emergency Rescue: Firefighters"	"PC"	5.5	"Strategy"
"Konami GB Collection Vol. 1"	"GBC"	8	"Action"
"Gekido"	"PS"	7.8	"Action"
"StarCraft"	"PC"	9.5	"Strategy"
"Samurai Shodown: Warrior's Rage"	"PS"	6	"Fighting"
"Shamus"	"GBC"	3	"Action"
"Panty Raider: From Here to Immaturity"	"PC"	1.5	"Puzzle"
"Airport Tycoon"	"PC"	3	"Simulation"
"Space Channel 5"	"DC"	9.2	"Music, Action"
"Spec Ops: Stealth Patrol"	"PS"	3	"Action"
"Daikatana"	"PC"	5.8	"Action"
"Hot Wheels: Micro Racers"	"PC"	6.2	"Racing"
"International Track &amp; Field 2000"	"N64"	6.1	"Sports"
"Casper"	"GBC"	5	"Action"
"Ka-52 Team Alligator "	"PC"	6.3	"Simulation"
"Rent A Hero No. 1"	"DC"	8.4	"Action, Adventure"
"Nightmare Creatures II"	"PS"	8.3	"Adventure"
"Grudge Warriors"	"PS"	5.5	"Action"
"Formula One '99"	"PC"	4.2	"Racing"
"Wario Land 3"	"GBC"	9	"Platformer"
"Kurt Warner's Arena Football Unleashed"	"PS"	4	"Sports"
"Tonic Trouble"	"GBC"	6	"Platformer"
"Rugrats: Totally Angelica"	"GBC"	2	"Puzzle"
